key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq97|86|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq98|hemorroids|NNS|1|[]|[]
uniq99|DMx20yrs|NNP|1|['filters/regex/mrn_id/mixed005.txt']|[]
uniq100|125|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq101|CP|NNP|1|['filters/regex_context/names_regex_context1.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq102|DOE|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq103|RA|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq104|Ht|NNP|1|['filters/regex/mrn_id/mixed002.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq105|6|CD|1|['filters/regex/mrn_id/mixed002.txt']|['POS MATCHER']
uniq106|Wt|NNP|1|['filters/regex/mrn_id/mixed002.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq107|209|CD|1|['filters/regex/mrn_id/mixed002.txt']|['POS MATCHER']
uniq108|BP|NNP|1|['filters/regex/mrn_id/mixed002.txt', 'filters/regex_context/initials.txt']|['filters/regex/safe/bp_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq109|180|CD|1|['filters/regex/mrn_id/mixed002.txt']|['filters/regex/safe/bp_safe.txt', 'POS MATCHER']
uniq110|74|CD|1|[]|['filters/regex/safe/bp_safe.txt', 'POS MATCHER']
uniq111|HEEN|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq112|Comes|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq113|B|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq114|103|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq115|149|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq116|L|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq117|HS|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq118|175|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq119|Sees|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq120|126|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq121|60|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq122|Bell|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq123|ly|NN|1|[]|[]
uniq124|AJ|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq125|MD|NNP|1|['filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/md_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq126|111|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq127|50|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq128|ASMI|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq129|nitropatch|NN|1|[]|[]
uniq130|143|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq131|96|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
